Row ID,Order ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Product Name,Sales
29,02-07-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,Avery Recycled Flexi-View Covers for Binding Systems,9.618
30,03-07-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2
31,04-07-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Poly String Tie Envelopes,3.264
32,05-07-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304
33,06-07-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858
34,07-07-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Lumber Crayons,15.76
35,08-07-2015,Matt Abelman,Home Office,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Easy-staple paper,29.472
36,09-07-2015,Gene Hale,Corporate,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,GE 30524EE4,1097.544
37,10-07-2015,Gene Hale,Corporate,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92
38,11-07-2015,Steve Nguyen,Home Office,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328
39,12-07-2015,Steve Nguyen,Home Office,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992
40,13-07-2015,Steve Nguyen,Home Office,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,"Global Fabric Manager's Chair, Dark Gray",212.058
41,14-07-2015,Steve Nguyen,Home Office,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Plantronics HL10 Handset Lifter,371.168
42,15-07-2015,Linda Cazamias,Corporate,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Panasonic Kx-TS550,147.168
43,16-07-2015,Ruben Ausman,Corporate,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,"Eldon Base for stackable storage shelf, platinum",77.88
44,17-07-2015,Erin Smith,Corporate,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616
45,18-07-2015,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98
46,19-07-2015,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46
47,20-07-2015,Patrick O'Donnell,Consumer,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
48,21-07-2015,Lena Hernandez,Consumer,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45
49,22-07-2015,Lena Hernandez,Consumer,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8
50,23-07-2015,Darren Powers,Consumer,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22
51,24-07-2015,Darren Powers,Consumer,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Avery 485,75.18
52,25-07-2015,Darren Powers,Consumer,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Longer-Life Soft White Bulbs,6.16
53,26-07-2015,Darren Powers,Consumer,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,"Global Leather Task Chair, Black",89.99
54,27-07-2015,Janet Molinari,Corporate,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Advantus Push Pins,15.26
55,28-07-2015,Janet Molinari,Corporate,New York City,New York,10024,East,TEC-PH-10002447,Technology,AT&T CL83451 4-Handset Telephone,1029.95
56,29-07-2015,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Home/Office Personal File Carts,208.56
57,30-07-2015,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Xerox 232,32.4
58,31-07-2015,Ted Butterfield,Consumer,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Novimex Turbo Task Chair,319.41
59,01-08-2015,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,"Array Parchment Paper, Assorted Colors",14.56
60,02-08-2015,Ted Butterfield,Consumer,Troy,New York,12180,East,TEC-AC-10002167,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30
61,03-08-2015,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Plastic Binding Combs,48.48
62,04-08-2015,Ted Butterfield,Consumer,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Prang Dustless Chalk Sticks,1.68
63,05-08-2015,Kunst Miller,Consumer,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98
64,06-08-2015,Kunst Miller,Consumer,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824
65,07-08-2015,Kunst Miller,Consumer,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Xerox 1943,146.73
66,08-08-2015,Kunst Miller,Consumer,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Luxo Economy Swing Arm Lamp,79.76
67,09-08-2015,Paul Stevenson,Home Office,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,"Global Value Mid-Back Manager's Chair, Gray",213.115
68,10-08-2015,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
69,11-08-2015,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,netTALK DUO VoIP Telephone Service,167.968
70,12-08-2015,Karen Daniels,Consumer,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88
71,13-08-2015,Henry MacAllister,Consumer,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Avery Binding System Hidden Tab Executive Style Index Sets,4.616
72,14-08-2015,Tracy Blumstein,Consumer,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05
73,15-08-2015,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,High-Back Leather Manager's Chair,831.936
74,16-08-2015,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04
75,17-08-2015,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Safco Industrial Wire Shelving System,72.784
76,18-08-2015,Ken Brennan,Corporate,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Economy Binders,1.248
77,19-08-2015,Ken Brennan,Corporate,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,"6"" Cubicle Wall Clock, Black",9.708
78,20-08-2015,Ken Brennan,Corporate,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24
79,21-08-2015,Joel Eaton,Consumer,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3
80,22-08-2015,Stewart Carmichael,Corporate,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16
81,23-08-2015,Stewart Carmichael,Corporate,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74
82,24-08-2015,Duane Noonan,Consumer,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9
83,25-08-2015,Duane Noonan,Consumer,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,"Sortfiler Multipurpose Personal File Organizer, Black",21.39
84,26-08-2015,Julie Creighton,Corporate,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984
85,27-08-2015,Christopher Schild,Home Office,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,230.376
86,28-08-2015,Patrick O'Donnell,Consumer,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Novimex Swivel Fabric Task Chair,301.96
87,29-08-2015,Paul Gonzalez,Consumer,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99
88,30-08-2015,Paul Gonzalez,Consumer,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Avery 511,6.16
89,31-08-2015,Gary Mitchum,Home Office,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Eldon Portable Mobile Manager,158.368
90,01-09-2015,Jim Sink,Corporate,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Turquoise Lead Holder with Pocket Clip,20.1
91,02-09-2015,Jim Sink,Corporate,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Panasonic Kx-TS550,73.584
92,03-09-2015,Jim Sink,Corporate,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Xerox 1995,6.48
93,04-09-2015,Karl Braun,Consumer,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Xerox 1999,12.96
94,05-09-2015,Karl Braun,Consumer,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,"Seth Thomas 13 1/2"" Wall Clock",53.34
95,06-09-2015,Karl Braun,Consumer,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Ibico Standard Transparent Covers,32.96
96,07-09-2015,Roger Barcio,Home Office,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,5.682
97,08-09-2015,Parhena Norris,Home Office,New York City,New York,10009,East,FUR-FU-10000629,Furniture,9-3/4 Diameter Round Wall Clock,96.53
98,09-09-2015,Katherine Ducich,Consumer,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Trimflex Flexible Post Binders,51.312
99,10-09-2015,Elpida Rittenbach,Corporate,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,77.88
100,11-09-2015,Rick Bensley,Home Office,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Avery Personal Creations Heavyweight Cards,64.624
101,12-09-2015,Rick Bensley,Home Office,Chicago,Illinois,60610,Central,TEC-AC-10001767,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976
102,13-09-2015,Rick Bensley,Home Office,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Avery Hidden Tab Dividers for Binding Systems,1.788
103,14-09-2015,Gary Zandusky,Consumer,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92
104,15-09-2015,Lena Cacioppo,Consumer,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Logitech K350 2.4Ghz Wireless Keyboard,238.896
105,16-09-2015,Lena Cacioppo,Consumer,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36
106,17-09-2015,Lena Cacioppo,Consumer,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882
107,18-09-2015,Janet Martin,Consumer,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112
108,19-09-2015,Janet Martin,Consumer,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Technology,Speck Products Candyshell Flip Case,27.992
109,20-09-2015,Janet Martin,Consumer,Charlotte,North Carolina,28205,South,OFF-AR-10000390,Office Supplies,Newell Chalk Holder,3.304
110,21-09-2015,Pete Armstrong,Home Office,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Logitech Gaming G510s - Keyboard,339.96
111,22-09-2015,Cynthia Voltz,Corporate,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Magnifier Swing Arm Lamp,41.96
112,23-09-2015,Clay Ludtke,Consumer,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96
113,24-09-2015,Clay Ludtke,Consumer,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,"Avery Durable Plastic 1"" Binders",27.24
114,25-09-2015,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",40.096
115,26-09-2015,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,OFF-EN-10002600,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72
116,27-09-2015,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,OFF-PA-10004965,Office Supplies,Xerox 1921,23.976
117,28-09-2015,Ryan Crowe,Consumer,Columbus,Ohio,43229,East,OFF-EN-10002504,Office Supplies,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464
118,29-09-2015,Dave Kipp,Consumer,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Hon Racetrack Conference Tables,787.53
119,30-09-2015,Greg Guthrie,Corporate,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,GBC DocuBind 300 Electric Binding Machine,157.794
120,01-10-2015,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,Artistic Insta-Plaque,47.04
121,02-10-2015,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,DXL Angle-View Binders with Locking Rings by Samsill,30.84
122,03-10-2015,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,OFF-ST-10000777,Office Supplies,"Companion Letter/Legal File, Black",226.56
123,04-10-2015,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,OFF-EN-10002500,Office Supplies,Globe Weis Peel & Seel First Class Envelopes,115.02
124,05-10-2015,Steven Cartwright,Consumer,Wilmington,Delaware,19805,East,TEC-PH-10003875,Technology,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04
125,06-10-2015,Alan Dominguez,Home Office,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,600.558
126,07-10-2015,Philip Fox,Consumer,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Bevis 44 x 96 Conference Tables,617.7
127,08-10-2015,Troy Staebel,Consumer,Phoenix,Arizona,85023,West,OFF-BI-10003274,Office Supplies,"Avery Durable Slant Ring Binders, No Labels",2.388
128,09-10-2015,Troy Staebel,Consumer,Phoenix,Arizona,85023,West,OFF-ST-10002974,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992
129,10-10-2015,Lindsay Shagiari,Home Office,Los Angeles,California,90004,West,FUR-CH-10001146,Furniture,"Global Task Chair, Black",81.424
130,11-10-2015,Lindsay Shagiari,Home Office,Los Angeles,California,90004,West,FUR-FU-10003773,Furniture,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56
131,12-10-2015,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East,TEC-PH-10002293,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97
132,13-10-2015,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East,OFF-PA-10002377,Office Supplies,Xerox 1916,78.304
133,14-10-2015,Dorothy Wardle,Corporate,Columbus,Ohio,43229,East,OFF-FA-10002780,Office Supplies,Staples,21.456
134,15-10-2015,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-PA-10001804,Office Supplies,Xerox 195,20.04
135,16-10-2015,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-PA-10001736,Office Supplies,Xerox 1880,35.44
136,17-10-2015,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-AR-10001149,Office Supplies,"Sanford Colorific Colored Pencils, 12/Box",11.52
137,18-10-2015,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-FA-10002988,Office Supplies,Ideal Clamps,4.02
138,19-10-2015,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-BI-10004781,Office Supplies,GBC Wire Binding Strips,76.176
139,20-10-2015,Lena Creighton,Consumer,Roseville,California,95661,West,OFF-SU-10001218,Office Supplies,Fiskars Softgrip Scissors,65.88
140,21-10-2015,Lena Creighton,Consumer,Roseville,California,95661,West,FUR-FU-10001706,Furniture,Longer-Life Soft White Bulbs,43.12
141,22-10-2015,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8
142,23-10-2015,Sally Hughsby,Corporate,San Francisco,California,94122,West,OFF-AR-10000940,Office Supplies,Newell 343,8.82
143,24-10-2015,Sally Hughsby,Corporate,San Francisco,California,94122,West,OFF-EN-10004030,Office Supplies,Convenience Packs of Business Envelopes,10.86
144,25-10-2015,Sally Hughsby,Corporate,San Francisco,California,94122,West,OFF-PA-10004327,Office Supplies,Xerox 1911,143.7
145,26-10-2015,Sandra Glassco,Consumer,Independence,Missouri,64055,Central,OFF-AP-10001058,Office Supplies,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43
146,27-10-2015,Helen Andreada,Consumer,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Safco Industrial Wire Shelving,671.93
147,28-10-2015,Maureen Gastineau,Home Office,Newark,Ohio,43055,East,FUR-FU-10000521,Furniture,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888
148,29-10-2015,Justin Ellison,Corporate,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45
149,30-10-2015,Justin Ellison,Corporate,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,Technology,Anker Astro 15000mAh USB Portable Charger,149.97
150,31-10-2015,Justin Ellison,Corporate,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84
151,01-11-2015,Justin Ellison,Corporate,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,Office Supplies,GBC Prestige Therm-A-Bind Covers,171.55
152,02-11-2015,Tamara Willingham,Home Office,Scottsdale,Arizona,85254,West,OFF-AP-10000326,Office Supplies,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92
153,03-11-2015,Tamara Willingham,Home Office,Scottsdale,Arizona,85254,West,TEC-PH-10001254,Technology,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184
154,04-11-2015,Stephanie Phelps,Corporate,San Jose,California,95123,West,OFF-PA-10001950,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38
155,05-11-2015,Stephanie Phelps,Corporate,San Jose,California,95123,West,OFF-PA-10002254,Office Supplies,Xerox 1883,105.52
156,06-11-2015,Stephanie Phelps,Corporate,San Jose,California,95123,West,OFF-ST-10001590,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",80.88
157,07-11-2015,Neil Knudson,Home Office,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Newell 311,6.63
158,08-11-2015,Dave Brooks,Consumer,Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Global Deluxe High-Back Manager's Chair,457.568
159,09-11-2015,Nora Paige,Consumer,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,Office Supplies,Avery 519,14.62
160,10-11-2015,Nora Paige,Consumer,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,Technology,Avaya 5420 Digital phone,944.93
161,11-11-2015,Ted Trevino,Consumer,Los Angeles,California,90045,West,OFF-PA-10002751,Office Supplies,Xerox 1920,5.98
162,12-11-2015,Eric Murdock,Consumer,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,Technology,Lenovo 17-Key USB Numeric Keypad,54.384
163,13-11-2015,Ruben Dartt,Consumer,Carlsbad,New Mexico,88220,West,OFF-EN-10001990,Office Supplies,Staple envelope,28.4
164,14-11-2015,Max Jones,Consumer,Seattle,Washington,98115,West,OFF-BI-10004002,Office Supplies,Wilson Jones International Size A4 Ring Binders,27.68
165,15-11-2015,Becky Martin,Consumer,San Antonio,Texas,78207,Central,OFF-AR-10004441,Office Supplies,BIC Brite Liner Highlighters,9.936
166,16-11-2015,Becky Martin,Consumer,San Antonio,Texas,78207,Central,TEC-MA-10000822,Technology,Lexmark MX611dhe Monochrome Laser Printer,8159.952
167,17-11-2015,Becky Martin,Consumer,San Antonio,Texas,78207,Central,OFF-ST-10000991,Office Supplies,Space Solutions HD Industrial Steel Shelving.,275.928
168,18-11-2015,Becky Martin,Consumer,San Antonio,Texas,78207,Central,FUR-CH-10004287,Furniture,SAFCO Arco Folding Chair,1740.06
169,19-11-2015,Becky Martin,Consumer,San Antonio,Texas,78207,Central,OFF-AR-10002656,Office Supplies,Sanford Liquid Accent Highlighters,32.064
170,20-11-2015,Becky Martin,Consumer,San Antonio,Texas,78207,Central,OFF-AP-10002518,Office Supplies,Kensington 7 Outlet MasterPiece Power Center,177.98
171,21-11-2015,Becky Martin,Consumer,San Antonio,Texas,78207,Central,TEC-PH-10003931,Technology,JBL Micro Wireless Portable Bluetooth Speaker,143.976
